CLCODE,NAME,STNAME,ACTIVE,ESTYMD,NETINC,ASSET,EQ,REPDTE
3,The First National Bank of Gordon,Texas,0,3/27/1901,-550,10864,-785,3/31/1989
3,The Peoples National Bank of Lampasas,Texas,0,1/1/1905,-2456,39427,-1906,12/31/1984
3,The First National Bank of Nordheim,Texas,0,8/4/1910,84,13159,1064,9/30/1989
21,The Houtzdale Bank,Pennsylvania,0,1/1/1918,,,,
13,The Home Banking Company,Ohio,0,1/1/1905,-702,77925,5822,12/31/1989
13,The Newark Trust Company,Ohio,0,7/23/1903,,,,
21,Farmers Bank of Pelham,Georgia,0,9/1/1902,19,33485,3553,3/31/1985
13,The Security Trust and Savings Bank,Iowa,0,1/1/1909,89,36797,4067,3/31/1998
13,First of America Bank-Bay Area,Michigan,0,8/1/1919,121,31232,2651,6/30/1987
21,Tri-County State Bank,South Dakota,0,1/1/1934,725,62339,5614,9/30/1997
21,Dora Banking & Trust Company,Alabama,0,4/7/1906,,,,
21,UMB First State Bank of Morrisonville,Illinois,0,1/20/1930,200,11305,1135,6/30/1999
21,Beverly Bank,Illinois,0,6/30/1923,1702,324229,23022,6/30/1996
21,Union State Bank,Indiana,0,1/1/1923,,,,
3,The Peoples National Bank of Chester,South Carolina,0,10/5/1905,,,,
21,"The Dime Bank of Lansford, Pa.",Pennsylvania,0,4/23/1912,,,,
3,The Northborough National Bank,Massachusetts,0,01/01/1854,276,20224,1843,12/31/1984
3,Woburn National Bank,Massachusetts,0,04/18/1853,1340,169274,18007,6/30/1998
3,The First National Bank of Carlisle,Kentucky,0,1/1/1901,225,29368,2587,6/30/1997
3,First Security National Bank and Trust Company of Lexington,Kentucky,0,03/13/1865,-313,1140264,79928,6/30/1992
3,The Florida National Bank at Orlando,Florida,0,3/10/1930,,,,
21,"The Home State Bank of Kansas City, Kansas",Kansas,0,1/1/1902,698,112793,12496,6/30/1994
21,O'Connor Bros. State Bank of Renville,Minnesota,0,9/12/1912,-296,13601,730,9/30/1992
21,Bank of West Memphis,Arkansas,0,1/1/1928,405,105383,13834,3/31/1998
21,Attleboro Trust Company,Massachusetts,0,11/23/1910,,,,
3,The First National Bank of Youngwood,Pennsylvania,0,10/31/1902,,,,
21,The Nortonville Bank,Kentucky,0,10/30/1922,,,,
21,State Bank of Bird Island,Minnesota,0,1/1/1908,285,44806,3927,12/31/2011
21,State Bank of Cokato,Minnesota,0,03/02/1892,-365,55717,2316,3/31/2012
21,Citizens State Bank,Nebraska,0,12/5/1905,-367,16932,945,12/31/1984
13,The New Waterford Bank,Ohio,0,1/1/1906,78,63877,4419,9/30/1994
21,Mississippi Southern Bank,Mississippi,0,1/29/1901,732,47635,4490,9/30/2002
21,South Central Bank,Mississippi,0,1/1/1918,,,,
3,The First National Bank of Springdale,Arkansas,0,1/1/1907,5670,2000,2000,12/31/2003
3,The First National Bank of Konawa,Oklahoma,0,3/5/1905,243,14254,2743,9/30/1992
3,The Security National Bank and Trust Company of Norman,Oklahoma,0,1/1/1914,-10188,198716,1900,12/31/1986
3,City National Bank of Sayre,Oklahoma,0,9/30/1901,-1970,20959,-1598,9/30/1989
3,The First National Bank of Pittsfield,Maine,0,9/19/1933,,,,
3,First National Bank of Jefferson Parish,Louisiana,0,7/18/1933,1322,373175,28311,6/30/1994
3,The Citizens National Bank of Ironton,Ohio,0,01/01/1890,,,,
3,The First National Bank of Ottawa,Ohio,0,1/1/1903,230,74137,5417,3/31/2001
3,The Peoples National Bank of Rowlesburg,West Virginia,0,1/1/1912,15,12010,1728,3/31/1991
3,The Gauley National Bank,West Virginia,0,9/17/1910,127,17546,1775,12/31/1989
3,The Round Hill National Bank,Virginia,0,2/2/1920,101,30601,2432,3/31/1984
3,The First National Bank of Central Square,New York,0,12/4/1911,,,,
3,The First National Bank of Altoona,Pennsylvania,0,01/01/1863,,,,
3,The First National Bank of Hawley,Pennsylvania,0,10/2/1902,,,,
3,The Grange National Bank of Lycoming County at Hughesville,Pennsylvania,0,6/26/1907,,,,
3,The Farmers National Bank of Quarryville,Pennsylvania,0,1/1/1906,,,,
3,The Citizens National Bank of Slatington,Pennsylvania,0,2/1/1902,724,79602,8042,12/31/1998
3,Slatington National Bank and Trust Company,Pennsylvania,0,01/01/1875,,,,
21,Teeds Grove Savings Bank,Iowa,0,10/10/1906,83,10518,671,6/30/1989
21,Bank of Independence,Kentucky,0,12/1/1902,,,,
21,Tidewater Bank,Maryland,0,1/1/1903,,,,
21,The Junction City Banking Company,Ohio,0,10/8/1908,63,10212,2489,6/30/2000
3,The First National Bank of Dunellen,New Jersey,0,2/24/1907,,,,
3,North Jersey National Bank,New Jersey,0,01/01/1851,,,,
13,Stockmen's Bank and Trust Company,Wyoming,0,1/7/1907,-13855,117429,-7912,6/30/1987
13,Citizens Bank of Hattiesburg,Mississippi,0,5/31/1902,,,,
21,The Banner Elk Bank,North Carolina,0,1/1/1919,,,,
21,First State Bank,Oklahoma,0,4/1/1906,-156,12224,890,6/30/1988
21,The Bank of Trenton,South Carolina,0,1/1/1905,,,,
21,Citizens South Side Bank,Wisconsin,0,1/1/1916,,,,
3,Beverly Hills National Bank,California,0,7/2/1929,,,,
3,First National Bank in Homer,Illinois,0,1/1/1920,-100,10708,1112,12/31/2004
3,The First National Bank of Lerna,Illinois,0,6/13/1906,125,8615,1795,12/31/2004
3,The Rushville National Bank,Indiana,0,03/09/1857,155,41631,1258,9/30/1992
3,"Brenton Bank, National Association Knoxville",Iowa,0,1/1/1933,319,67193,5157,6/30/1995
3,"Emprise Bank, National Association",Kansas,0,08/21/1878,121,16158,1139,9/30/1991
3,The First National Bank of Onaga,Kansas,0,1/1/1903,-1337,22379,-102,3/31/1985
21,Bank of Crenshaw,Mississippi,0,8/4/1903,165,5004,615,9/30/1984
21,The Clarksburg Commercial Bank,Ohio,0,11/20/1911,68,17252,1762,6/30/2007
21,Security State Bank,Oklahoma,0,2/21/1903,-2838,15197,-2129,6/30/1987
13,Bank of Avoca,New York,0,9/23/1901,-56,18148,1350,3/31/2002
3,The First National Bank of Bradshaw,Nebraska,0,01/01/1882,-5,7219,806,9/30/1985
21,Barnett Bank of Alachua County,Florida,0,1/1/1903,-10,42692,2790,3/31/1984
21,Guaranty State Bank of Saint Paul,Minnesota,0,4/26/1962,-1689,28619,807,6/30/1984
3,New Jersey National Bank - Delaware Valley,New Jersey,0,5/11/1962,,,,
21,Sun Bank of Holly Hill,Florida,0,3/29/1963,,,,
3,Bowie National Bank,Texas,0,4/15/1963,-132,12253,-228,12/31/1986
21,Hubbell Bank,Nebraska,0,01/01/1881,-98,3638,178,9/30/1994
3,Colorado National Bank - Boulevard,Colorado,0,6/21/1963,813,107915,5343,9/30/1991
3,Everman National Bank of Fort Worth,Texas,0,7/25/1963,-4849,65941,-209,12/31/1989
3,First National Bank and Trust Company of Riviera Beach,Florida,0,9/9/1963,,,,
21,The American Bank of Waco,Texas,0,11/12/1952,458,68472,6636,9/30/1987
21,Braselton Banking Company,Georgia,0,1/1/1911,42,8328,1667,6/30/1995
21,Hudson State Savings Bank,Michigan,0,01/01/1855,75,38864,3808,6/30/1987
21,The Bank of Atchison County,Missouri,0,01/10/1870,340,34956,2979,6/30/1993
3,Southeast First National Bank of Miami Springs,Florida,0,6/4/1954,,,,
21,Farmers State Bank,Nebraska,0,7/15/1912,155,9458,753,12/31/1995
3,First National Bank of Dumas,Texas,0,1/25/1956,43,21423,2117,3/31/1988
21,The Springfield Bank,Ohio,0,4/20/1956,,,,
21,Highlands Bank,Texas,0,9/24/1956,-153,74496,5309,3/31/1999
21,Northeast Bank of Westbrook,Maine,0,01/01/1890,,,,
21,Allied Deer Park Bank,Texas,0,8/29/1957,-3162,95018,3884,12/31/1987
3,Century National Bank of Coral Ridge,Florida,0,12/8/1958,,,,
21,The Farmer's State Bank,Kansas,0,1/1/1904,68,5278,780,12/31/2005
21,The Isabel State Bank,Kansas,0,8/1/1905,48,6886,581,6/30/1991
21,Higbee Savings Bank,Missouri,0,01/01/1889,,,,
21,"West Georgia Bank of Tallapoosa, Georgia",Georgia,0,6/6/1949,100,16901,1232,6/30/1986
21,Commercial State Bank,Texas,0,9/12/1947,-864,49186,-54,9/30/1988
21,"United Nebraska Bank, Holdrege",Nebraska,0,4/10/1950,256,47019,3287,12/31/1994
21,Middle Park Bank,Colorado,0,8/3/1949,-2773,34917,201,9/30/1987
42,Brunswick Savings Institution,Maine,0,01/01/1858,,,,
21,The Buckeye State Bank,Ohio,0,7/7/1951,,,,
21,Farmers State Bank of Liberal,Missouri,0,6/23/1959,-37,7161,346,3/31/1986
21,Citizens Bank & Trust Co. of Peabody,Massachusetts,0,6/26/1959,,,,
3,The Geauga County National Bank of Chardon,Ohio,0,1/2/1960,,,,
21,Capitol Bank & Trust,Oklahoma,0,8/24/1960,-426,33095,419,3/31/1990
3,Affiliated National Bank - Arapahoe,Colorado,0,11/28/1960,766,89083,6059,12/31/1991
21,Climbing Hill Savings Bank,Iowa,0,1/1/1917,-836,5399,17,9/30/1987
21,Blue Springs Bank,Missouri,0,4/8/1944,176,175982,9136,6/30/1993
21,Bank of Hendersonville,Tennessee,0,9/10/1906,,,,
21,Erie State Bank,Illinois,0,2/1/1945,56,18269,2235,12/31/2010
3,First Edina National Bank,Minnesota,0,3/15/1946,1454,266365,18815,9/30/1987
21,Merchants Bank,Tennessee,0,1/20/1902,-47,114258,8675,12/31/1990
13,Marine Midland Trust Company of Mohawk Valley,New York,0,01/01/1812,,,,
21,Bank of South Williamsport,Pennsylvania,0,7/20/1918,,,,
21,Ruthven State Bank,Iowa,0,7/1/1941,272,32431,4827,9/30/2001
41,Sag Harbor Savings Bank,New York,0,04/12/1860,912,250967,24400,9/30/1989
3,"Norwest Bank Delta, National Association",Colorado,0,5/18/1964,710,54118,2349,12/31/1994
3,Woodlawn National Bank,Virginia,0,7/9/1964,,,,
3,Royal Bank-West Side National Association,Missouri,0,3/22/1965,244,35068,2780,9/30/1987
21,Security Bank and Trust Co.,Illinois,0,11/18/1936,1008,113101,9915,9/30/1998
21,The Oxford Bank,Kansas,0,11/15/1883,-1,8413,506,6/30/1991
21,Valley Bank of Black Creek,Wisconsin,0,1/1/1903,204,18377,1434,12/31/1987
35,Athens County Savings and Loan Company,Ohio,0,1/1/1923,,,,
38,Heritage Federal Savings and Loan Association of Kansas City,Missouri,0,1/1/1919,,,,
36,Weldon Savings and Loan Association,North Carolina,0,1/1/1914,,,,
38,Bonne Terre Federal Savings and Loan Association,Missouri,0,1/1/1909,,,,
38,North East Federal Savings and Loan Association,Pennsylvania,0,1/1/1920,383,153662,7486,9/30/1988
38,Gladewater Federal Savings and Loan Association,Texas,0,4/1/1934,-1875,24873,-11136,6/30/1988
38,Marion Federal Savings and Loan Association,Ohio,0,01/01/1888,,,,
36,Baird Savings Association,Pennsylvania,0,1/1/1904,,,,
38,First Federal Savings and Loan Association,Tennessee,0,5/1/1934,,,,
36,Home Savings and Loan Association,Ohio,0,01/01/1888,-2009,192736,6576,9/30/1990
38,First Federal Savings and Loan Association of Hope,Arkansas,0,6/1/1934,,,,
36,North Central Savings and Loan Association,Wisconsin,0,6/1/1934,,,,
38,Viroqua Federal Savings and Loan Association,Wisconsin,0,7/1/1934,-106,38870,2344,6/30/1990
38,First Federal Savings and Loan Association,Mississippi,0,7/1/1934,-84,29812,607,6/30/1987
38,Provident Federal Savings and Loan Association,Idaho,0,1/1/1924,-16081,222304,-48171,6/30/1987
38,First Federal Savings and Loan Association of Freeport,Illinois,0,01/01/1893,-2401,27417,-9505,12/31/1987
38,Salt City Federal Savings and Loan Association,Kansas,0,1/1/1920,,,,
38,Freedom Valley Federal Savings and Loan Association,Pennsylvania,0,1/1/1927,,,,
38,First Federal Savings and Loan Association of Jamestown,North Dakota,0,10/1/1934,,,,
38,Home Federal Savings and Loan Association of Terre Haute,Indiana,0,1/1/1903,,,,
38,First Federal Savings and Loan Association,New Jersey,0,1/1/1923,-215,31984,1105,12/31/1984
38,New York and Suburban Federal Savings and Loan Association,New York,0,01/01/1888,,,,
38,First Federal Savings and Loan Association of Flint,Michigan,0,12/14/1934,,,,
38,Electra Federal Savings and Loan Association,Texas,0,12/1/1934,,,,
38,Loogootee Federal Savings and Loan Association,Indiana,0,1/1/1934,,,,
38,First Federal Savings and Loan Association,Tennessee,0,1/1/1934,,,,
38,State Fidelity Federal Savings and Loan Association,Ohio,0,01/01/1892,,,,
38,First Federal Savings and Loan Association,Arkansas,0,1/1/1934,,,,
36,Lower Dublin Savings Association,Pennsylvania,0,01/01/1888,,,,
38,Worth Federal Savings and Loan Association,Illinois,0,1/1/1905,,,,
38,First Federal Savings and Loan Association of Niles,Michigan,0,8/30/1935,,,,
36,Metropolitan Savings Association,Missouri,0,1/1/1921,554,107838,-5680,12/31/1986
38,Equitable Federal Savings and Loan Association of New York,New York,0,01/01/1886,,,,
38,Lansing Federal Savings and Loan Association,Illinois,0,1/1/1927,,,,
3,National Fidelity Bank of Shreveport,Louisiana,0,12/6/1984,-76,10506,-171,6/30/1988
3,Seminole National Bank,Florida,0,12/13/1984,-135,6594,-1084,3/31/1989
3,Security National Bank,Colorado,0,12/7/1984,22,14080,1114,3/31/1992
3,"First National Bank, Seminole County",Florida,0,1/7/1985,-73,25494,1499,12/31/1986
13,Commercial State Bank of Orlando,Florida,0,4/15/1985,405,73390,5906,9/30/1993
3,"The Waller Bank, National Association",Texas,0,9/6/1985,-523,13354,-386,12/31/1989
3,"Klein Bank - Cypresswood, National Association",Texas,0,11/4/1985,-450,10284,872,12/31/1986
3,First Commerce National Bank,Arizona,0,12/16/1985,-2788,20267,-1313,9/30/1989
21,AmeriTrust Development Bank,Ohio,0,4/23/1986,311,31046,12046,6/30/1992
13,"First Bank and Trust, New Boston",Texas,0,5/12/1986,-18,9310,1322,12/31/1988
3,National Bank of Commerce,Florida,0,8/4/1986,153,217527,46033,9/30/2000
3,"Independent Bank, National Association",Texas,0,8/29/1986,-77,10342,1577,3/31/1988
3,Harbor National Bank of Connecticut,Connecticut,0,10/14/1986,-1295,22853,-86,6/30/1991
21,North Georgia Bank,Georgia,0,10/24/1986,688,58780,4741,12/31/1987
3,Farmington Valley National Bank,Connecticut,0,12/24/1986,,,,
21,REGIONS BANK OF ROME,Georgia,0,10/3/1988,634,193064,13228,3/31/1996
21,Cimarron Bank,Oklahoma,0,12/8/1988,278,17184,1728,3/31/1993
3,Security National Bank of Seminole County,Florida,0,12/9/1988,-16,26202,3926,3/31/1991
21,Republic Bank S.E.,Michigan,0,1/20/1989,246,70818,4463,9/30/1993
3,Enfield National Bank,Connecticut,0,2/27/1989,-1320,18966,-949,6/30/1991
3,"The Bank of Milpitas, National Association",California,0,4/17/1989,284,49043,3531,12/31/1996
35,First Texas Savings Association of Austin,Texas,0,1/1/1920,,,,
38,Austin Federal Savings and Loan Association of Chicago,Illinois,0,1/1/1930,,,,
36,Public Savings and Loan Association of Chicago,Illinois,0,1/1/1910,,,,
35,First Savings and Loan Association,Arkansas,0,1/1/1927,,,,
38,Commonwealth Federal Savings and Loan Association,Arkansas,0,1/1/1911,,,,
36,Carlsbad Savings and Loan Association,New Mexico,0,1/1/1917,,,,
38,First Federal Savings and Loan Association,Mississippi,0,3/18/1936,-218,68673,1010,6/30/1989
36,Olean Savings and Loan Association,New York,0,01/01/1892,,,,
36,Family Savings and Loan Association,New Jersey,0,01/01/1894,,,,
38,Community Federal Savings and Loan Association,New Jersey,0,1/1/1928,134,462987,18723,6/30/1990
35,Security Savings and Loan Association,Kansas,0,1/1/1924,,,,
38,Western Federal Savings and Loan Association,Iowa,0,1/1/1937,-593,23915,-16049,6/30/1988
38,Peoples Federal Savings and Loan Association,Mississippi,0,9/1/1937,-1805,59686,628,12/31/1990
38,Pioneer Federal Savings and Loan Association,Nebraska,0,1/1/1922,-23,20094,459,9/30/1985
35,Pioneer Savings and Loan Association,Colorado,0,1/1/1919,,,,
38,Fidelity Federal Savings and Loan Association of Valley City,North Dakota,0,1/1/1922,,,,
35,Akron Savings and Loan Company,Ohio,0,01/01/1888,,,,
36,Hightstown Savings and Loan Association of Hightstown New Jersey,New Jersey,0,1/1/1900,,,,
36,Union Savings and Loan Association,Kentucky,0,01/01/1895,,,,
35,Pioneer Savings and Loan Company,Ohio,0,01/01/1893,-44,9466,130,3/31/1990
38,Central Ohio Federal Savings and Loan Association,Ohio,0,1/1/1919,,,,
35,Community Savings and Loan Association,California,0,1/1/1929,,,,
38,"First Federal Savings and Loan Association, Texas Division",Texas,0,1/1/1921,,,,
37,Gloversville Federal Savings and Loan Association,New York,0,1/1/1923,91,66518,7211,3/31/1999
36,Coles County Savings and Loan Association,Illinois,0,01/01/1884,,,,
36,Waukesha Savings and Loan Association,Wisconsin,0,1/1/1914,,,,
38,Provident Federal Savings and Loan Association,Wyoming,0,1/1/1922,-2595,244946,-3267,12/31/1989
37,"Northern California Savings, Federal Savings and Loan Association",California,0,01/01/1892,,,,
35,Empire Sband Loan Association,Colorado,0,1/1/1931,-14,2052664,62684,3/31/1987
38,Davy Crockett Federal Savings and Loan Association,Texas,0,1/1/1928,,,,
36,West Side Savings and Loan Association,Pennsylvania,0,1/1/1924,,,,
38,Zanesville Federal Savings and Loan Association,Ohio,0,1/1/1922,,,,
38,Central Federal Savings and Loan Association,Indiana,0,01/01/1895,,,,
36,First Granite City Savings and Loan,Illinois,0,01/01/1894,321,49558,6060,9/30/1992
3,"Colonial Savings Bank, National Association",Florida,0,1/2/1987,,,,
21,New Haven Merchant's Bank,Connecticut,0,3/11/1987,224,62242,8176,6/30/1989
13,Coastal Virginia Bank,Virginia,0,4/1/1987,64,16886,1598,6/30/1992
21,The Bank of Abbeville,South Carolina,0,5/14/1987,981,70370,7489,12/31/2003
21,Rural American Bank of Greenwald,Minnesota,0,10/2/1987,33,16517,2009,3/31/1994
21,New Heritage Bank,Massachusetts,0,7/9/1987,-4440,99806,-817,12/31/1991
21,Georgia Security Bank,Georgia,0,8/15/1988,234,48258,5855,9/30/1993
21,Bank of Everett,Washington,0,6/30/2006,-2670,43876,3505,12/31/2009
33,"Appalachian Community Bank, F.S.B.",Georgia,0,4/23/2007,-14247,68201,-8274,9/30/2010
13,Bank of Rockbridge,Virginia,0,12/11/2006,-257,11033,7653,3/31/2007
3,First National Bank of Gwinnett,Georgia,0,11/14/2000,10,184621,35735,6/30/2008
21,Bank of Menomonie,Wisconsin,0,8/28/1903,63,71699,12382,9/30/1994
3,The First National Bank of Guntersville,Alabama,0,1/1/1917,,,,
3,First National Bank in Port Angeles,Washington,0,1/1/1901,,,,
3,Glacier National Bank,Montana,0,5/10/1976,8,14480,-195,12/31/1988
13,Citizens State Bank,Texas,0,8/3/1933,310,16294,1609,12/31/1995
21,Merchants & Farmers Bank,North Carolina,0,1/1/1911,288,24429,3233,12/31/1986
3,The Follett National Bank,Texas,0,1/1/1913,366,30118,4097,9/30/1999
13,The Freeport State Bank,Ohio,0,1/1/1915,,,,
13,Fort Lee Trust Company,New Jersey,0,12/22/1922,,,,
13,New Haven Savings Bank,Michigan,0,10/1/1901,,,,
3,The First National Bank of Gracemont,Oklahoma,0,1/1/1906,-490,6571,-316,9/30/1988
3,The First National Bank of Pauls Valley,Oklahoma,0,10/01/1893,551,64549,10410,12/31/1995
3,The First National Bank of Rush Springs,Oklahoma,0,8/15/1906,-48,12827,199,12/31/1986
3,The First National Bank of Tipton,Oklahoma,0,1/1/1917,-18,8218,497,6/30/1987
21,The Cambria State Bank,Wisconsin,0,9/30/1909,-293,11108,387,3/31/1986
13,The First-Mason Bank,Ohio,0,10/29/1929,372,49140,3068,12/31/1984
13,Miners and Merchants Bank,South Dakota,0,1/1/1903,,,,
21,Bank of Pinehurst,Georgia,0,1/1/1908,,,,
13,Early Savings Bank,Iowa,0,6/1/1927,-496,12890,771,9/30/1985
13,The Etna Bank,Indiana,0,10/16/1900,-168,24220,1722,3/31/1986
3,First-Taylor National Bank,Texas,0,08/21/1883,-533,74001,-6807,3/31/1990
21,First State Bank of Patoka,Illinois,0,1/27/1913,-17,11483,1166,3/31/1994
3,The Bessemer National Bank,Michigan,0,3/29/1932,266,25079,4516,6/30/1986
3,The Hardyston National Bank of Hamburg,New Jersey,0,1/1/1906,,,,
3,"Citibank (Eastern), National Association",New York,0,5/1/1901,,,,
21,Bank of Summer Shade,Kentucky,0,4/5/1907,,,,
3,First National Bank of Goshen,Indiana,0,4/19/1934,,,,
3,First National Bank in Waycross,Georgia,0,6/14/1934,146,46236,5643,3/31/1984
3,The First National Bank in Fort Myers,Florida,0,6/23/1934,5250,553594,26851,9/30/1985
13,The Peoples Banking Company of Lewisburg,Ohio,0,1/1/1908,,,,
21,Livermore State Bank,Iowa,0,1/15/1936,,,,
21,The Citizens and Southern Bank of Thomas County,Georgia,0,2/15/1937,,,,
21,"First State Bank of Carrollton, Alabama",Alabama,0,8/12/1937,33,14801,1096,3/31/1989
